MovieID,Title,Year,Genre,Director,Cast,Language,Country,Runtime(min),Rating,Votes,Budget(million$),Revenue(million$),Keywords,Overview,Popularity
MV1600,The Void of Parasite,2017,Mystery|History|Comedy,Kathryn Bigelow,Denzel Washington|Andrew Garfield|Viola Davis|Emma Stone|Jennifer Lawrence,Mandarin,India,177,7.1,1947120,248.8,938.5,justice|coming of age|identity|revenge,A mystery film directed by Kathryn Bigelow featuring Denzel Washington.,30.81
MV1601,The Origins of No,1995,Horror,David Fincher,Austin Butler|Jake Gyllenhaal|Denzel Washington|Robert De Niro|Morgan Freeman,Spanish,Germany,77,4.2,279915,102.1,69.7,loss|family|discovery|supernatural|survival|power,A horror film directed by David Fincher featuring Austin Butler.,74.38
MV1602,The Matrix: Legacy,1987,Thriller,Ang Lee,Zendaya|Jennifer Lawrence|Morgan Freeman|Dustin Hoffman|Paul Mescal,Hindi,France,,7.3,2266537,152.7,430.6,power|betrayal|supernatural|heist|conspiracy|family,A thriller film directed by Ang Lee featuring Zendaya.,30.39
MV1603,Schindler's List: Shadows,1994,Crime,Ron Howard,Adam Driver|Denzel Washington|Natalie Portman|Al Pacino,Japanese,Australia,177,4.7,2384979,329.1,2195.1,time travel|justice|loss,A crime film directed by Ron Howard featuring Adam Driver.,53.86
MV1604,Licorice Pizza: Order,2006,Drama|Adventure,Tim Burton,Benedict Cumberbatch|Florence Pugh|Morgan Freeman|Jack Nicholson|Tom Hardy,English,Japan,138,,1290134,172.3,211.6,corruption|mystery|survival|heist,A drama film directed by Tim Burton featuring Benedict Cumberbatch.,20.22
MV1605,The Beyond of Se7en,2021,Drama,Ron Howard,Brad Pitt|Ryan Gosling|Lupita Nyong'o|Robert De Niro,Spanish,USA,112,7.8,2449754,209.6,177.4,ambition|sacrifice|redemption|freedom,A drama film directed by Ron Howard featuring Brad Pitt.,4.99
MV1606,Goodfellas: Eternal,2015,Action|Biography|Romance,Ron Howard,Tom Hanks|Saoirse Ronan|Paul Mescal|Lupita Nyong'o,Spanish,South Korea,155,9.4,22551,242.4,950.8,survival|coming of age|discovery|based on true story|sacrifice,A action film directed by Ron Howard featuring Tom Hanks.,63.36
MV1607,The Shawshank Redemption: Unleashed,2022,History,Sofia Coppola,Charlize Theron|Robert De Niro|Margot Robbie|Jessica Chastain|Jake Gyllenhaal,Japanese,USA,93,7.1,1485858,178.6,527.1,supernatural|based on true story|war,A history film directed by Sofia Coppola featuring Charlize Theron.,32.78
MV1608,The Redemption of Dune,2022,Musical,Guillermo del Toro,Jack Nicholson|Zendaya|Florence Pugh,English,USA,147,4.1,1032085,312.4,2020.9,corruption|power|war|danger|friendship,A musical film directed by Guillermo del Toro featuring Jack Nicholson.,98.49
MV1609,Mank: Eternal,2014,Mystery,David Fincher,Jessica Chastain|Michael Fassbender|Christian Bale|Meryl Streep|Viola Davis,Mandarin,Italy,177,7.8,1169957,220.3,1242.3,heist|freedom|danger,A mystery film directed by David Fincher featuring Jessica Chastain.,54.51
MV1610,The Departed: Void,2024,Fantasy|Crime,David Fincher,Viola Davis|Benedict Cumberbatch|Lupita Nyong'o,Spanish,South Korea,89,9.1,1965707,105.7,723.5,coming of age|dystopia|identity,A fantasy film directed by David Fincher featuring Viola Davis.,49.25
MV1611,Everything Everywhere All at Once: Awakening,2023,Drama|Crime|Fantasy,Francis Ford Coppola,Paul Mescal|Dustin Hoffman|Tom Hardy,Korean,UK,98,5.1,610262,284.0,913.1,corruption|danger|friendship,A drama film directed by Francis Ford Coppola featuring Paul Mescal.,55.8
MV1612,The Shadows of There,2021,Action|Romance,Clint Eastwood,Christian Bale|Morgan Freeman|Tom Hanks|Jennifer Lawrence|Ryan Gosling,Hindi,USA,196,6.6,1144521,127.8,312.4,supernatural|conspiracy|love|danger|heist|based on true story,A action film directed by Clint Eastwood featuring Christian Bale.,77.48
MV1613,The Revolution of Marriage,2019,Horror|Fantasy|Thriller,Kathryn Bigelow,Lupita Nyong'o|Zendaya|Jessica Chastain|Scarlett Johansson,German,France,138,5.8,2417833,,42.5,revenge|family|supernatural|loss,,8.29
MV1614,The Order of Whiplash,2004,Sci-Fi|Action|Horror,Federico Fellini,Michael Fassbender|Viola Davis|Meryl Streep,German,Germany,136,6.4,36079,130.5,,time travel|identity|friendship,A sci-fi film directed by Federico Fellini featuring Michael Fassbender.,83.9
MV1615,The Power of the Dog: Void,1990,Biography,John Ford,Dustin Hoffman|Tom Hanks|Morgan Freeman,Italian,France,80,7.3,1422728,56.2,103.4,coming of age|justice|escape|freedom|conspiracy|discovery,A biography film directed by John Ford featuring Dustin Hoffman.,37.3
MV1616,Forrest Gump: Prophecy,2014,Action|Comedy,Jean-Luc Godard,Charlize Theron|Zendaya|Tom Hardy|Gene Hackman,Italian,Japan,144,,2477886,333.2,212.4,supernatural|danger|discovery|power|conspiracy,A action film directed by Jean-Luc Godard featuring Charlize Theron.,29.25
MV1617,Everything Everywhere All at Once: Destiny,2018,Horror|Mystery,Bong Joon-ho,Emma Stone|Tom Hardy|Benedict Cumberbatch|Michael Fassbender|Christian Bale,Spanish,Canada,169,4.8,2070148,216.2,152.0,loss|revenge|mystery|identity|war|supernatural,A horror film directed by Bong Joon-ho featuring Emma Stone.,84.2
MV1618,Once Upon a Time in Hollywood: Reign,2006,Action|Comedy,David Fincher,Cate Blanchett|Mark Ruffalo|Ana de Armas|Tom Hanks,French,Italy,125,7.7,285590,155.0,857.4,identity|sacrifice|based on true story,A action film directed by David Fincher featuring Cate Blanchett.,10.3
MV1619,The Revolution of Pulp,1984,Thriller,Kathryn Bigelow,Joaquin Phoenix|Saoirse Ronan|Anya Taylor-Joy|Idris Elba,English,Germany,142,8.0,1533459,75.6,418.5,conspiracy|freedom|escape|love|corruption,A thriller film directed by Kathryn Bigelow featuring Joaquin Phoenix.,72.55
MV1620,CODA: Legacy,2005,Fantasy|Romance,Jean-Luc Godard,Michael Fassbender|Daniel Craig|Emma Stone|Adam Driver|Benedict Cumberbatch,German,UK,135,5.1,1352694,250.0,1027.7,loss|danger|revenge|justice|heist|freedom,A fantasy film directed by Jean-Luc Godard featuring Michael Fassbender.,5.87
MV1621,The Returns of Saving,2014,Thriller|History,Christopher Nolan,Natalie Portman|Anya Taylor-Joy|Amy Adams|Christian Bale|Tom Hanks,Italian,Germany,200,5.3,796465,297.8,418.8,redemption|based on true story|heist|family|dystopia|escape,A thriller film directed by Christopher Nolan featuring Natalie Portman.,99.83
MV1622,Once Upon a Time in Hollywood: Revolution,1990,Musical|Biography,Wong Kar-wai,Jessica Chastain|Al Pacino|Daniel Craig|Jack Nicholson,Spanish,Japan,117,6.4,994031,218.1,,supernatural|danger|corruption|time travel,,14.93
MV1623,The Unleashed of Promising,2007,Thriller|Musical|Biography,Ingmar Bergman,Austin Butler|Margot Robbie|Tom Hardy,Spanish,South Korea,151,6.7,297126,212.0,921.1,based on true story|heist|sacrifice,A thriller film directed by Ingmar Bergman featuring Austin Butler.,33.81
MV1624,Memoria: Untold,2008,Sci-Fi|Crime,Billy Wilder,Al Pacino|Cate Blanchett|Jake Gyllenhaal|Andrew Garfield|Ryan Gosling,French,USA,75,7.9,1650819,276.2,2177.0,heist|family|betrayal|coming of age,A sci-fi film directed by Billy Wilder featuring Al Pacino.,76.08
MV1625,Pulp Fiction: Chaos,1993,Sci-Fi,Wong Kar-wai,Ana de Armas|Meryl Streep|Michael Fassbender|Joaquin Phoenix|Florence Pugh,English,India,75,5.1,1517267,19.3,62.0,corruption|discovery|betrayal,A sci-fi film directed by Wong Kar-wai featuring Ana de Armas.,62.77
MV1626,The Legacy of No,1999,Action|Comedy|Animation,Peter Jackson,Jack Nicholson|Adam Driver|Florence Pugh,Italian,Australia,117,6.4,1763647,49.1,229.9,dystopia|identity|betrayal,A action film directed by Peter Jackson featuring Jack Nicholson.,2.37
MV1627,The Nexus of Tenet,2005,Sci-Fi|Fantasy,Martin Scorsese,Anya Taylor-Joy|Saoirse Ronan|Margot Robbie|Jennifer Lawrence,Hindi,Canada,128,4.6,913635,343.3,1950.7,supernatural|escape|danger|conspiracy|friendship|discovery,A sci-fi film directed by Martin Scorsese featuring Anya Taylor-Joy.,79.17
MV1628,Se7en: Destiny,2000,History,Wes Anderson,Gene Hackman|Emma Stone|Morgan Freeman|Lupita Nyong'o|Adam Driver,Japanese,South Korea,107,4.7,933946,341.4,778.7,war|family|dystopia|betrayal|conspiracy|danger,A history film directed by Wes Anderson featuring Gene Hackman.,58.99
MV1629,Glass Onion: Prophecy,1998,Musical|Horror|Thriller,Peter Jackson,Leonardo DiCaprio|Cate Blanchett|Amy Adams,Hindi,Germany,116,4.8,810955,286.0,2226.7,sacrifice|power|betrayal|dystopia|time travel,A musical film directed by Peter Jackson featuring Leonardo DiCaprio.,17.0
MV1630,No Country for Old Men: Legacy,2013,Musical,James Cameron,Saoirse Ronan|Austin Butler|Jack Nicholson,Mandarin,India,89,5.8,2293839,340.4,862.6,ambition|love|loss|conspiracy|survival|redemption,A musical film directed by James Cameron featuring Saoirse Ronan.,70.09
MV1631,The Reign of Goodfellas,1997,Action|Biography,Woody Allen,Ana de Armas|Adam Driver|Saoirse Ronan|Al Pacino,Japanese,Canada,174,5.1,2272537,85.3,28.0,family|redemption|loss|war|love|danger,A action film directed by Woody Allen featuring Ana de Armas.,6.88
MV1632,Fight Club: Prophecy,2000,Animation|Mystery|Adventure,Tim Burton,Benedict Cumberbatch|Zendaya|Gene Hackman|Austin Butler,German,Italy,158,8.1,1504548,311.1,936.7,friendship|sacrifice|identity|revenge,A animation film directed by Tim Burton featuring Benedict Cumberbatch.,1.68
MV1633,Forrest Gump: Fallen,1998,Action|Horror|Drama,Tim Burton,Charlize Theron|Idris Elba|Jennifer Lawrence|Natalie Portman,Spanish,France,140,8.7,1091569,25.0,106.1,power|revenge|family|redemption|supernatural|ambition,A action film directed by Tim Burton featuring Charlize Theron.,41.25
MV1634,The Worst Person in the World: Nexus,1982,Drama|Animation|Action,Denis Villeneuve,Jake Gyllenhaal|Meryl Streep|Al Pacino|Joaquin Phoenix,Japanese,France,129,6.8,1725749,22.2,14.4,supernatural|love|danger|discovery|mystery,,4.01
MV1635,Forrest Gump: Phantom,2007,Drama|History|Crime,Ron Howard,Zendaya|Anya Taylor-Joy|Scarlett Johansson|Margot Robbie|Benedict Cumberbatch,Spanish,Australia,143,4.6,1521764,136.8,325.8,power|corruption|love,A drama film directed by Ron Howard featuring Zendaya.,46.94
MV1636,The Reckoning of Little,1980,Horror|Animation|Mystery,Stanley Kubrick,Anya Taylor-Joy|Idris Elba|Tom Hanks,Italian,Canada,86,4.8,1813763,1.4,8.2,friendship|family|time travel|based on true story|love,A horror film directed by Stanley Kubrick featuring Anya Taylor-Joy.,80.34
MV1637,Black Swan: Unleashed,2019,Animation,David Fincher,Morgan Freeman|Meryl Streep|Ryan Gosling|Natalie Portman,Hindi,India,195,5.6,1833014,161.6,807.1,heist|power|survival,,51.84
MV1638,The Eternal of No,2013,Comedy|History|Crime,Alfonso Cuaron,Austin Butler|Michael Fassbender|Ana de Armas|Margot Robbie|Natalie Portman,German,France,137,7.6,922837,59.7,427.7,supernatural|time travel|justice,A comedy film directed by Alfonso Cuaron featuring Austin Butler.,72.53
MV1639,The Reborn of Braveheart,2013,Drama,Jean-Luc Godard,Jake Gyllenhaal|Leonardo DiCaprio|Jessica Chastain|Michael Fassbender,Spanish,Canada,129,7.6,363604,130.7,1027.2,freedom|danger|ambition,A drama film directed by Jean-Luc Godard featuring Jake Gyllenhaal.,15.81
MV1640,A Beautiful Mind: Void,2015,History|Action|Sci-Fi,James Cameron,Scarlett Johansson|Timothée Chalamet|Morgan Freeman,Korean,India,105,6.5,2109002,331.1,168.1,betrayal|mystery|sacrifice|heist,A history film directed by James Cameron featuring Scarlett Johansson.,82.92
MV1641,Little Women: Eternal,2014,Mystery|Animation|Action,Woody Allen,Margot Robbie|Timothée Chalamet|Saoirse Ronan|Daniel Craig|Jennifer Lawrence,Japanese,UK,188,6.3,1317844,110.5,538.0,dystopia|danger|discovery,A mystery film directed by Woody Allen featuring Margot Robbie.,68.86
MV1642,The Worst Person in the World: Spark,2018,Adventure,Kathryn Bigelow,Mark Ruffalo|Ana de Armas|Denzel Washington|Dustin Hoffman,German,France,178,8.5,882214,177.4,805.2,identity|redemption|ambition|revenge|family|supernatural,A adventure film directed by Kathryn Bigelow featuring Mark Ruffalo.,68.84
MV1643,Spencer: Untold,2022,Action|Mystery|Horror,John Ford,Andrew Garfield|Paul Mescal|Natalie Portman,Spanish,Canada,208,7.5,413264,179.2,238.4,time travel|dystopia|sacrifice,A action film directed by John Ford featuring Andrew Garfield.,1.7
MV1644,Promising Young Woman: Reborn,2017,Thriller,Ron Howard,Daniel Craig|Andrew Garfield|Morgan Freeman,German,Australia,134,5.2,2145886,232.3,1589.3,discovery|freedom|love|mystery|conspiracy,A thriller film directed by Ron Howard featuring Daniel Craig.,32.3
MV1645,The Unleashed of Goodfellas,1994,Horror,Bong Joon-ho,Saoirse Ronan|Leonardo DiCaprio|Zendaya|Viola Davis|Natalie Portman,Spanish,South Korea,100,5.8,1428169,221.6,1229.1,freedom|heist|love|justice|family,A horror film directed by Bong Joon-ho featuring Saoirse Ronan.,64.73
MV1646,Drive My Car: Eternal,1997,Action|Romance,Bong Joon-ho,Paul Mescal|Emma Stone|Natalie Portman|Cate Blanchett|Joaquin Phoenix,French,Japan,198,9.2,430508,263.6,1979.3,love|redemption|loss|danger|freedom,A action film directed by Bong Joon-ho featuring Paul Mescal.,12.27
MV1647,The Menu: Unleashed,2020,Musical|History,Clint Eastwood,Saoirse Ronan|Paul Mescal|Brad Pitt|Morgan Freeman|Ryan Gosling,Japanese,Japan,166,6.3,1225411,92.9,,revenge|coming of age|mystery|dystopia|identity,A musical film directed by Clint Eastwood featuring Saoirse Ronan.,72.84
MV1648,The Dominion of Interstellar,2010,Biography,Ron Howard,Gene Hackman|Emma Stone|Matt Damon|Charlize Theron|Daniel Craig,Hindi,Italy,190,7.9,672788,210.9,1205.4,heist|freedom|mystery|war,A biography film directed by Ron Howard featuring Gene Hackman.,51.4
MV1649,Licorice Pizza: Origins,2015,Musical|Fantasy,Woody Allen,Jack Nicholson|Christian Bale|Ryan Gosling|Amy Adams,Japanese,UK,171,8.7,1564839,25.1,74.6,danger|mystery|escape|identity|based on true story,A musical film directed by Woody Allen featuring Jack Nicholson.,39.52
MV1650,Promising Young Woman: Fallen,2004,Fantasy,Quentin Tarantino,Dustin Hoffman|Anya Taylor-Joy|Charlize Theron|Paul Mescal,Japanese,UK,199,5.5,482944,149.2,552.5,revenge|betrayal|survival|ambition|heist,A fantasy film directed by Quentin Tarantino featuring Dustin Hoffman.,10.31
MV1651,The Green Mile: Fallen,1999,Mystery|Animation,Guillermo del Toro,Brad Pitt|Daniel Craig|Idris Elba|Andrew Garfield|Emma Stone,Hindi,India,148,4.1,539806,207.4,1210.4,danger|loss|power|heist,A mystery film directed by Guillermo del Toro featuring Brad Pitt.,64.06
MV1652,Gladiator: Reckoning,2002,Action|Crime|Fantasy,Stanley Kubrick,Jessica Chastain|Amy Adams|Matt Damon|Andrew Garfield|Jake Gyllenhaal,German,Germany,190,6.5,1584575,346.5,1208.2,revenge|family|corruption,A action film directed by Stanley Kubrick featuring Jessica Chastain.,74.91
MV1653,The Revolution of Mank,1988,Mystery,Billy Wilder,Margot Robbie|Al Pacino|Daniel Craig,Mandarin,USA,93,8.9,876589,254.1,1977.9,identity|sacrifice|justice|discovery,A mystery film directed by Billy Wilder featuring Margot Robbie.,74.3
MV1654,The Eternal of A,2005,Romance,Wes Anderson,Al Pacino|Christian Bale|Emma Stone,Korean,Italy,91,6.5,1659649,317.9,1158.4,family|based on true story|loss|dystopia|love,A romance film directed by Wes Anderson featuring Al Pacino.,11.89
MV1655,Knives Out: Dominion,2002,Musical|Mystery|Sci-Fi,Wong Kar-wai,Dustin Hoffman|Benedict Cumberbatch|Charlize Theron|Daniel Craig|Christian Bale,Spanish,India,187,6.1,1102878,,739.3,revenge|redemption|based on true story,A musical film directed by Wong Kar-wai featuring Dustin Hoffman.,92.01
MV1656,Tár: Beyond,1993,Biography|Romance,Woody Allen,Andrew Garfield|Michael Fassbender|Florence Pugh|Morgan Freeman,Spanish,Australia,133,7.1,1262185,164.6,355.1,survival|friendship|justice|loss,A biography film directed by Woody Allen featuring Andrew Garfield.,73.39
MV1657,The Power of the Dog: Redemption,1987,Fantasy|Biography,Kathryn Bigelow,Austin Butler|Timothée Chalamet|Daniel Craig|Jennifer Lawrence,Korean,UK,109,8.8,34878,102.0,488.6,mystery|freedom|sacrifice|time travel|identity,A fantasy film directed by Kathryn Bigelow featuring Austin Butler.,43.07
MV1658,The Reign of Tenet,2024,Animation|Thriller|Drama,Wes Anderson,Daniel Craig|Robert De Niro|Jennifer Lawrence,French,UK,139,5.3,2020058,187.7,303.2,based on true story|revenge|sacrifice,A animation film directed by Wes Anderson featuring Daniel Craig.,80.04
MV1659,Women Talking: Shadows,1999,Horror,Akira Kurosawa,Brad Pitt|Lupita Nyong'o|Jack Nicholson|Andrew Garfield,English,France,184,8.5,831147,86.3,563.2,justice|friendship|betrayal,A horror film directed by Akira Kurosawa featuring Brad Pitt.,70.97
MV1660,The Order of Goodfellas,2001,Fantasy|Horror|Musical,Christopher Nolan,Jennifer Lawrence|Scarlett Johansson|Christian Bale|Tom Hardy|Natalie Portman,French,Japan,114,4.2,1715873,168.7,184.5,friendship|corruption|supernatural,A fantasy film directed by Christopher Nolan featuring Jennifer Lawrence.,59.29
MV1661,Glass Onion: Origins,2013,Comedy,James Cameron,Margot Robbie|Meryl Streep|Jennifer Lawrence,Korean,Canada,108,5.0,739620,17.5,56.2,war|heist|supernatural,A comedy film directed by James Cameron featuring Margot Robbie.,61.78
MV1662,Causeway: Reckoning,1986,Thriller,Stanley Kubrick,Mark Ruffalo|Amy Adams|Austin Butler,,UK,129,4.9,1067036,118.1,817.4,corruption|family|redemption|power|betrayal,A thriller film directed by Stanley Kubrick featuring Mark Ruffalo.,50.56
MV1663,The Returns of 1917,2012,Sci-Fi|Thriller,Peter Jackson,Brad Pitt|Daniel Craig|Charlize Theron,Korean,Germany,191,7.5,1987227,219.2,1529.1,friendship|heist|escape|danger,A sci-fi film directed by Peter Jackson featuring Brad Pitt.,64.06
MV1664,The Origins of Whiplash,2024,Sci-Fi,Guillermo del Toro,Benedict Cumberbatch|Anya Taylor-Joy|Cate Blanchett|Margot Robbie,Hindi,Germany,115,6.0,1034007,305.4,1293.0,identity|power|war|friendship|sacrifice|justice,A sci-fi film directed by Guillermo del Toro featuring Benedict Cumberbatch.,22.7
MV1665,The Reckoning of Forrest,1997,Sci-Fi|Fantasy,Alfonso Cuaron,Ryan Gosling|Benedict Cumberbatch|Emma Stone|Andrew Garfield|Daniel Craig,German,France,161,8.1,647325,102.1,720.4,sacrifice|escape|family|power|war|corruption,A sci-fi film directed by Alfonso Cuaron featuring Ryan Gosling.,48.01
MV1666,The Phantom of CODA,2015,Horror,Peter Jackson,Gene Hackman|Tom Hardy|Lupita Nyong'o,Mandarin,Italy,203,8.1,1034271,234.4,117.5,loss|supernatural|danger,A horror film directed by Peter Jackson featuring Gene Hackman.,15.56
MV1667,The Reborn of Goodfellas,2022,Sci-Fi,Quentin Tarantino,Ryan Gosling|Ana de Armas|Robert De Niro|Natalie Portman,German,Australia,125,7.8,371711,11.2,,sacrifice|family|loss|love,A sci-fi film directed by Quentin Tarantino featuring Ryan Gosling.,47.68
MV1668,The Order of Glass,2010,Musical|Fantasy|Action,Sofia Coppola,Jessica Chastain|Margot Robbie|Anya Taylor-Joy,Korean,UK,108,9.4,1198368,140.0,253.8,based on true story|coming of age|freedom|loss|betrayal,A musical film directed by Sofia Coppola featuring Jessica Chastain.,33.01
MV1669,The Fabelmans: Reborn,1998,Biography|Sci-Fi,David Fincher,Denzel Washington|Natalie Portman|Timothée Chalamet,Spanish,Canada,151,4.1,1659476,287.4,666.6,heist|war|betrayal,A biography film directed by David Fincher featuring Denzel Washington.,64.56
MV1670,Licorice Pizza: Prophecy,2023,Sci-Fi,Woody Allen,Ryan Gosling|Emma Stone|Benedict Cumberbatch|Denzel Washington|Matt Damon,English,UK,174,4.6,1468605,275.1,1292.5,loss|coming of age|conspiracy,A sci-fi film directed by Woody Allen featuring Ryan Gosling.,25.44
MV1671,The Eternal of Schindler's,1997,Animation,Woody Allen,Florence Pugh|Gene Hackman|Emma Stone|Margot Robbie,Mandarin,UK,147,4.3,2363868,191.4,1076.3,supernatural|love|survival,A animation film directed by Woody Allen featuring Florence Pugh.,86.63
MV1672,The Chronicles of Black,1980,Crime|Mystery,Billy Wilder,Gene Hackman|Robert De Niro|Tom Hanks|Brad Pitt|Joaquin Phoenix,Spanish,USA,113,6.9,1750985,298.8,2219.8,danger|love|supernatural|survival|discovery|conspiracy,A crime film directed by Billy Wilder featuring Gene Hackman.,4.92
MV1673,1917: Phantom,2001,Adventure|Romance,Wong Kar-wai,Brad Pitt|Emma Stone|Jennifer Lawrence,Korean,UK,183,4.3,2006109,198.4,1085.1,dystopia|escape|war|redemption|danger|loss,A adventure film directed by Wong Kar-wai featuring Brad Pitt.,6.82
MV1674,The Legacy of Marriage,1988,Drama|Crime|Mystery,Wes Anderson,Scarlett Johansson|Joaquin Phoenix|Timothée Chalamet,English,France,208,7.1,371209,102.0,124.2,time travel|power|corruption|family|sacrifice|survival,A drama film directed by Wes Anderson featuring Scarlett Johansson.,77.49
MV1675,The Menu: Redemption,2007,Crime,Martin Scorsese,Andrew Garfield|Robert De Niro|Meryl Streep,Hindi,Japan,103,7.6,1590434,43.6,207.0,betrayal|mystery|time travel|family|war,A crime film directed by Martin Scorsese featuring Andrew Garfield.,35.49
MV1676,The Dark Knight: Phantom,2018,Sci-Fi|Mystery|Comedy,Guillermo del Toro,Lupita Nyong'o|Andrew Garfield|Idris Elba,Italian,Italy,117,9.5,737101,265.4,1095.0,survival|revenge|family|time travel|justice,A sci-fi film directed by Guillermo del Toro featuring Lupita Nyong'o.,29.02
MV1677,Joker: Rising,2013,Musical|Horror|Sci-Fi,Guillermo del Toro,Tom Hardy|Ana de Armas|Anya Taylor-Joy|Denzel Washington|Ryan Gosling,English,USA,169,4.6,1430138,152.0,452.7,redemption|justice|based on true story|ambition|power|family,A musical film directed by Guillermo del Toro featuring Tom Hardy.,85.32
MV1678,The Nexus of Spencer,2003,Horror|Action,Peter Jackson,Leonardo DiCaprio|Florence Pugh|Tom Hanks|Gene Hackman,English,UK,150,,1152145,39.8,80.1,ambition|time travel|identity|betrayal|friendship|love,A horror film directed by Peter Jackson featuring Leonardo DiCaprio.,78.96
MV1679,Whiplash: Legacy,2006,Adventure|Crime,Steven Spielberg,Margot Robbie|Natalie Portman|Zendaya|Scarlett Johansson|Paul Mescal,Spanish,USA,195,,807036,176.0,203.7,based on true story|heist|betrayal|family|mystery,A adventure film directed by Steven Spielberg featuring Margot Robbie.,15.14
MV1680,Uncut Gems: Shadows,1989,Thriller|Horror|Crime,Kathryn Bigelow,Joaquin Phoenix|Meryl Streep|Leonardo DiCaprio|Margot Robbie|Robert De Niro,English,Australia,,6.5,486792,80.6,576.5,conspiracy|war|mystery,A thriller film directed by Kathryn Bigelow featuring Joaquin Phoenix.,35.36
MV1681,The Uprising of Little,1989,Biography,Stanley Kubrick,Daniel Craig|Scarlett Johansson|Leonardo DiCaprio|Adam Driver|Tom Hardy,French,Italy,200,7.1,172693,210.0,813.9,revenge|family|danger|survival,A biography film directed by Stanley Kubrick featuring Daniel Craig.,3.35
MV1682,The Reckoning of Birdman,2019,History|Biography,James Cameron,Natalie Portman|Jack Nicholson|Idris Elba|Tom Hardy|Florence Pugh,Mandarin,Germany,191,5.6,541615,193.2,318.7,revenge|loss|mystery|coming of age,A history film directed by James Cameron featuring Natalie Portman.,35.09
MV1683,The Dark Knight: Reckoning,2017,Mystery,James Cameron,Ryan Gosling|Gene Hackman|Al Pacino,Hindi,Japan,136,8.5,1689196,209.1,,danger|corruption|justice|sacrifice|based on true story,A mystery film directed by James Cameron featuring Ryan Gosling.,37.84
MV1684,Dune: Chronicles,1980,Crime|Sci-Fi,Kathryn Bigelow,Brad Pitt|Joaquin Phoenix|Charlize Theron|Morgan Freeman|Austin Butler,Mandarin,Germany,78,6.1,204301,136.6,483.1,mystery|freedom|coming of age|friendship,A crime film directed by Kathryn Bigelow featuring Brad Pitt.,37.75
MV1685,Interstellar: Reckoning,2022,Drama|Romance|Crime,Wong Kar-wai,Brad Pitt|Scarlett Johansson|Charlize Theron|Ryan Gosling|Dustin Hoffman,English,Australia,146,5.1,1672297,,332.1,power|friendship|dystopia|freedom|sacrifice|betrayal,A drama film directed by Wong Kar-wai featuring Brad Pitt.,32.99
MV1686,The Phantom of Tár,1991,Romance,Ang Lee,Meryl Streep|Margot Robbie|Robert De Niro,Hindi,France,153,4.6,1389289,120.4,,discovery|war|corruption|danger|coming of age|conspiracy,A romance film directed by Ang Lee featuring Meryl Streep.,46.4
MV1687,The Nexus of Memoria,1980,Romance,Ridley Scott,Saoirse Ronan|Brad Pitt|Viola Davis|Emma Stone,Korean,France,161,7.7,1222031,126.2,942.5,corruption|time travel|danger,A romance film directed by Ridley Scott featuring Saoirse Ronan.,92.24
MV1688,Drive My Car: Redemption,2005,Musical,Wong Kar-wai,Al Pacino|Denzel Washington|Robert De Niro|Saoirse Ronan|Christian Bale,French,India,150,9.2,583314,290.4,146.2,identity|freedom|danger,A musical film directed by Wong Kar-wai featuring Al Pacino.,92.83
MV1689,The Revolution of Memoria,1993,History|Musical,Christopher Nolan,Ryan Gosling|Scarlett Johansson|Charlize Theron|Meryl Streep,Korean,UK,134,7.2,2098620,16.8,73.8,revenge|betrayal|family|love|identity,A history film directed by Christopher Nolan featuring Ryan Gosling.,10.43
MV1690,Gladiator: Returns,2018,Drama|Crime,Steven Spielberg,Brad Pitt|Jack Nicholson|Tom Hanks,Spanish,Canada,162,,1581341,52.0,352.6,conspiracy|dystopia|heist|friendship|based on true story|sacrifice,A drama film directed by Steven Spielberg featuring Brad Pitt.,7.34
MV1691,The Returns of Causeway,1989,Action,Wes Anderson,Emma Stone|Scarlett Johansson|Ryan Gosling|Robert De Niro,German,India,194,9.0,2242749,269.2,671.2,power|freedom|supernatural|dystopia|mystery|based on true story,A action film directed by Wes Anderson featuring Emma Stone.,2.27
MV1692,The Shadows of Black,1986,Mystery,Clint Eastwood,Adam Driver|Lupita Nyong'o|Benedict Cumberbatch|Brad Pitt,Italian,France,195,7.6,1754598,24.3,12.2,danger|survival|dystopia|conspiracy,A mystery film directed by Clint Eastwood featuring Adam Driver.,65.15
MV1693,The Uprising of Tár,1995,Mystery,Quentin Tarantino,Florence Pugh|Dustin Hoffman|Andrew Garfield|Saoirse Ronan,English,Germany,197,7.5,858725,118.0,158.5,heist|sacrifice|war|danger,A mystery film directed by Quentin Tarantino featuring Florence Pugh.,36.22
MV1694,Interstellar: Eternal,2003,Thriller|Animation,Martin Scorsese,Tom Hardy|Morgan Freeman|Denzel Washington,Japanese,South Korea,80,4.2,1027938,159.3,460.7,escape|coming of age|danger|conspiracy,A thriller film directed by Martin Scorsese featuring Tom Hardy.,15.7
MV1695,A Beautiful Mind: Reckoning,2012,Sci-Fi|Crime,David Fincher,Florence Pugh|Paul Mescal|Idris Elba,French,India,126,8.4,2085285,145.0,680.0,redemption|ambition|family|love|war,A sci-fi film directed by David Fincher featuring Florence Pugh.,10.74
MV1696,Pulp Fiction: Void,1998,Sci-Fi,Clint Eastwood,Mark Ruffalo|Cate Blanchett|Morgan Freeman,Hindi,France,146,5.7,1449822,78.0,508.6,sacrifice|dystopia|justice|heist,A sci-fi film directed by Clint Eastwood featuring Mark Ruffalo.,39.83
